ECG 1,ECG 2,ECG3
3.6339223,0.058724534,2.6247179
3.294459,0.073393062,2.6567706
3.0594459,0.11739864,2.7422442
2.9419394,0.073393062,2.7529284
2.9158268,0.073393062,2.73156
2.9419394,0.044056006,2.7742968
3.0855585,0.029387478,2.7422442
3.0594459,0.088061589,2.7956652
2.8113765,0.058724534,2.784981
2.6285886,5.0423064e-05,2.7956652
2.6155323,0.029387478,2.8277178
2.9158268,0.029387478,2.7208758
3.2161213,0.058724534,2.6567706
3.0725022,0.044056006,2.7101916
2.4980258,0.073393062,2.6567706
1.7538177,0.044056006,2.6995074
0.97044079,0.029387478,2.5926653
0.36985183,0.044056006,2.5178759
0.14789503,0.044056006,2.4430865
0.13483875,0.088061589,2.4110339
0.082613624,0.088061589,2.3255603
-0.074061759,0.029387478,2.2721393
-0.17851201,0.073393062,2.1866656
-0.24379342,0.073393062,2.1332446
-0.21768086,0.1467357,1.9836658
-0.21768086,0.088061589,1.9302448
-0.23073714,0.13206717,1.8981922
-0.32213112,0.17607276,1.8020343
-0.30907483,0.23474687,1.6951923
-0.30907483,0.26408392,1.5776661
-0.32213112,0.27875245,1.5028767
-0.30907483,0.27875245,1.4494557
-0.36129996,0.29342098,1.417403
-0.37435624,0.32275803,1.310561
-0.26990599,0.44010625,1.203719
-0.26990599,0.44010625,1.1396138
-0.23073714,0.46944331,1.0648244
-0.1915683,0.52811742,0.96866654
-0.24379342,0.45477478,0.89387712
-0.30907483,0.33742656,0.8190877
-0.28296227,0.33742656,0.76566669
-0.38741253,0.29342098,0.69087727
-0.42658137,0.26408392,0.61608785
-0.45269394,0.23474687,0.60540365
-0.42658137,0.23474687,0.49856162
-0.34824368,0.22007834,0.49856162
-0.32213112,0.1467357,0.44514061
-0.26990599,0.19074128,0.4024038
-0.23073714,0.088061589,0.4024038
-0.17851201,0.029387478,0.30624597
-0.21768086,-0.029286632,0.23145656
-0.40046881,0.014718951,0.18871975
-0.53103163,-0.014618105,0.22077235
-0.54408791,-0.087960743,0.18871975
-0.59631304,-0.14663485,0.17803554
-0.55714419,-0.21997749,0.12461453
-0.59631304,-0.17597191,0.092561922
-0.55714419,-0.16130338,0.017772503
-0.57020047,-0.16130338,0.028456706
-0.55714419,-0.20530896,0.071193516
-0.51797534,-0.23464602,0.049825111
-0.54408791,-0.16130338,0.017772503
-0.57020047,-0.17597191,-0.014280105
-0.6224256,-0.19064044,-0.046332712
-0.67465073,-0.17597191,-0.024964307
-0.68770701,-0.13196633,-0.057016915
-0.66159445,-0.13196633,-0.07838532
-0.72687586,-0.17597191,-0.089069523
-0.72687586,-0.087960743,-0.14249054
-0.81826983,-0.073292216,-0.15317474
-0.84438239,-0.087960743,-0.12112213
-0.79215727,-0.058623688,-0.07838532
-0.73993214,-0.087960743,-0.11043793
-0.81826983,-0.10262927,-0.12112213
-0.88355124,-0.058623688,-0.15317474
-0.9096638,-0.073292216,-0.17454314
-0.97494521,-0.058623688,-0.12112213
-0.98800149,0.073393062,-0.099753726
-0.98800149,0.1467357,-0.099753726
-0.97494521,0.26408392,-0.13180633
-0.92272008,0.48411184,-0.16385894
-0.88355124,0.86549356,-0.099753726
-0.89660752,1.349555,-0.099753726
-0.9096638,2.0683128,-0.11043793
-0.88355124,2.6697225,-0.11043793
-0.87049496,3.1831209,-0.16385894
-0.79215727,3.461823,-0.16385894
-0.79215727,3.7258565,-0.13180633
-0.79215727,3.740525,-0.12112213
-0.72687586,3.6231768,-0.07838532
-0.55714419,3.3884803,-0.15317474
-0.43963765,3.2271265,-0.18522735
-0.46575022,3.1537839,-0.17454314
-0.57020047,3.1977895,-0.16385894
-0.59631304,3.2711321,-0.15317474
-0.41352509,3.3444747,-0.13180633
-0.32213112,3.3738118,-0.14249054
-0.23073714,3.1977895,-0.13180633
-0.21768086,3.0364357,-0.14249054
-0.23073714,2.9484245,-0.14249054
-0.17851201,3.2271265,-0.14249054
-0.15239945,3.5498341,-0.17454314
-0.17851201,3.6671824,-0.18522735
-0.15239945,3.2564636,-0.18522735
-0.15239945,2.3763519,-0.12112213
-0.074061759,1.4375661,-0.15317474
0.043444778,0.60146006,-0.17454314
0.1740076,0.1467357,-0.16385894
0.14789503,0.014718951,-0.15317474
0.069557342,-0.029286632,-0.17454314
0.0042759323,-0.14663485,-0.16385894
-0.087118041,-0.2786516,-0.14249054
-0.087118041,-0.35199424,-0.11043793
-0.047949195,-0.42533688,-0.19591155
-0.021836632,-0.41066835,-0.16385894
0.043444778,-0.3813313,-0.19591155
0.05650106,-0.39599983,-0.19591155
0.082613624,-0.44000541,-0.16385894
0.0042759323,-0.39599983,-0.16385894
-0.034892913,-0.3813313,-0.18522735
-0.061005477,-0.46934246,-0.20659575
-0.047949195,-0.45467394,-0.16385894
-0.10017432,-0.48401099,-0.16385894
-0.074061759,-0.48401099,-0.18522735
0.095669906,-0.5426851,-0.20659575
0.05650106,-0.44000541,-0.19591155
-0.021836632,-0.44000541,-0.21727995
-0.10017432,-0.46934246,-0.18522735
-0.12628689,-0.46934246,-0.15317474
-0.15239945,-0.48401099,-0.16385894
-0.047949195,-0.44000541,-0.16385894
-0.087118041,-0.44000541,-0.19591155
-0.034892913,-0.52801657,-0.18522735
-0.074061759,-0.51334805,-0.16385894
-0.12628689,-0.58669069,-0.19591155
-0.15239945,-0.52801657,-0.19591155
-0.087118041,-0.57202216,-0.20659575
-0.074061759,-0.55735363,-0.17454314
0.0042759323,-0.55735363,-0.15317474
0.030388496,-0.6453648,-0.18522735
-0.034892913,-0.58669069,-0.12112213
0.043444778,-0.55735363,-0.16385894
0.082613624,-0.63069627,-0.20659575
0.043444778,-0.60135921,-0.21727995
-0.021836632,-0.61602774,-0.17454314
0.017332214,-0.70403891,-0.19591155
0.05650106,-0.63069627,-0.15317474
0.05650106,-0.66003332,-0.18522735
0.05650106,-0.66003332,-0.15317474
-0.0087803496,-0.70403891,-0.14249054
-0.061005477,-0.76271302,-0.17454314
-0.074061759,-0.77738155,-0.16385894
-0.034892913,-0.79205007,-0.16385894
-0.074061759,-0.77738155,-0.16385894
-0.034892913,-0.77738155,-0.19591155
0.030388496,-0.82138713,-0.20659575
0.05650106,-0.79205007,-0.15317474
0.043444778,-0.85072418,-0.16385894
0.030388496,-0.89472977,-0.13180633
0.030388496,-0.83605566,-0.13180633
0.043444778,-0.89472977,-0.13180633
0.030388496,-0.92406682,-0.14249054
0.069557342,-0.99740946,-0.16385894
0.082613624,-0.93873535,-0.19591155
0.22623273,-0.93873535,-0.17454314
0.29151413,-0.92406682,-0.18522735
0.33068298,-0.98274093,-0.16385894
0.36985183,-0.95340388,-0.13180633
0.33068298,-1.012078,-0.12112213
0.25234529,-0.96807241,-0.13180633
0.3176267,-1.0267465,-0.15317474
0.38290811,-0.98274093,-0.16385894
0.36985183,-1.012078,-0.12112213
0.48735836,-1.0267465,-0.07838532
0.55263977,-0.96807241,-0.067701118
0.65709003,-0.95340388,-0.03564851
0.68320259,-0.89472977,-0.03564851
0.63097746,-0.88006124,-0.03564851
0.59180862,-0.85072418,0.028456706
0.50041465,-0.82138713,0.081877719
0.4612458,-0.73337596,0.13529873
0.43513324,-0.67470185,0.10324612
0.35679554,-0.66003332,0.16735134
0.22623273,-0.6453648,0.17803554
0.18706388,-0.55735363,0.26350916
0.20012016,-0.49867952,0.28487757
0.30457042,-0.36666277,0.28487757
0.35679554,-0.35199424,0.26350916
0.34373926,-0.33732571,0.29556177
0.26540157,-0.26398308,0.31693018
0.33068298,-0.23464602,0.25282496
0.29151413,-0.19064044,0.19940395
0.1740076,-0.17597191,0.17803554
-0.0087803496,-0.19064044,0.10324612
-0.047949195,-0.14663485,0.071193516
0.043444778,-0.13196633,0.028456706
0.13483875,-0.10262927,0.071193516
0.1740076,-0.10262927,0.049825111
0.20012016,-0.087960743,0.060509314
0.18706388,-0.13196633,0.049825111
0.12178247,-0.14663485,0.049825111
0.05650106,-0.1172978,0.028456706
-0.0087803496,-0.14663485,-0.024964307
0.017332214,-0.1172978,-0.07838532
0.05650106,-0.10262927,-0.11043793
0.069557342,-0.17597191,-0.18522735
0.095669906,-0.17597191,-0.17454314
0.16095132,-0.19064044,-0.17454314
0.16095132,-0.19064044,-0.15317474
0.18706388,-0.17597191,-0.17454314
0.16095132,-0.20530896,-0.19591155
0.16095132,-0.2786516,-0.20659575
0.18706388,-0.23464602,-0.20659575
0.21317644,-0.24931455,-0.16385894
0.22623273,-0.24931455,-0.15317474
0.30457042,-0.20530896,-0.19591155
0.3176267,-0.23464602,-0.20659575
0.39596439,-0.20530896,-0.19591155
0.48735836,-0.26398308,-0.16385894
0.48735836,-0.23464602,-0.12112213
0.48735836,-0.23464602,-0.14249054
0.77459657,-0.2786516,-0.12112213
1.2968478,-0.2786516,-0.19591155
1.9235494,-0.26398308,-0.14249054
2.4980258,-0.23464602,-0.12112213
2.9158268,-0.23464602,-0.046332712
3.2683464,-0.20530896,-0.014280105
3.3989092,-0.23464602,0.049825111
3.4903032,-0.29332013,0.11393033
3.4380781,-0.21997749,0.30624597
3.2814027,-0.16130338,0.60540365
3.0594459,-0.14663485,1.043456
2.9941645,-0.24931455,1.6417713
2.9158268,-0.21997749,2.2507709
2.8636017,-0.19064044,2.73156
2.9027705,-0.20530896,3.1482439
2.9549956,-0.17597191,3.3512437
2.7722077,-0.17597191,3.5008226
2.5371946,-0.20530896,3.4046647
2.3282941,-0.17597191,3.2764543
2.3021816,-0.14663485,3.1589281
2.602476,-0.19064044,3.1482439
2.8897142,-0.13196633,3.2123491
2.8505454,-0.14663485,3.4153489
2.4196881,-0.17597191,3.4260331
1.7015926,-0.14663485,3.4474015
0.8921031,-0.16130338,3.3191911
0.39596439,-0.14663485,3.1161913
0.26540157,-0.10262927,2.9666124
0.38290811,-0.073292216,3.1696123
0.44818952,-0.1172978,3.3832963
0.25234529,-0.13196633,3.4046647
0.05650106,-0.087960743,3.1161913
-0.12628689,-0.087960743,2.3789813
-0.034892913,-0.087960743,1.4601399
0.069557342,-0.13196633,0.55198263
0.017332214,-0.058623688,-0.03564851
-0.21768086,5.0423064e-05,-0.28138517
-0.29601855,0.088061589,-0.29206937
-0.25684971,0.10273012,-0.29206937
-0.15239945,0.11739864,-0.34549039
-0.12628689,0.11739864,-0.45233241
-0.17851201,0.16140423,-0.51643763
-0.23073714,0.20540981,-0.58054284
-0.15239945,0.32275803,-0.58054284
-0.15239945,0.33742656,-0.56985864
-0.13934317,0.39610067,-0.52712183
-0.11323061,0.39610067,-0.54849024
-0.15239945,0.42543773,-0.52712183
-0.10017432,0.38143214,-0.55917444
-0.11323061,0.36676362,-0.55917444
-0.12628689,0.27875245,-0.59122705
-0.16545573,0.19074128,-0.56985864
-0.15239945,0.17607276,-0.59122705
-0.021836632,0.23474687,-0.60191125
0.043444778,0.13206717,-0.62327965
-0.061005477,0.11739864,-0.55917444
-0.17851201,0.073393062,-0.54849024
-0.29601855,0.058724534,-0.61259545
-0.36129996,0.058724534,-0.61259545
-0.32213112,0.029387478,-0.62327965
-0.36129996,0.014718951,-0.61259545
-0.36129996,-0.073292216,-0.62327965
-0.21768086,-0.17597191,-0.61259545
-0.29601855,-0.26398308,-0.64464806
-0.36129996,-0.26398308,-0.66601646
-0.26990599,-0.24931455,-0.67670067
-0.23073714,-0.23464602,-0.67670067
-0.26990599,-0.20530896,-0.66601646
-0.37435624,-0.26398308,-0.69806907
-0.38741253,-0.23464602,-0.74080588
-0.45269394,-0.24931455,-0.78354269
-0.46575022,-0.26398308,-0.76217429
-0.34824368,-0.23464602,-0.73012168
-0.40046881,-0.24931455,-0.73012168
-0.58325675,-0.2786516,-0.76217429
-0.75298842,-0.26398308,-0.78354269
-0.75298842,-0.24931455,-0.8155953
-0.63548188,-0.16130338,-0.83696371
-0.59631304,-0.20530896,-0.87970052
-0.63548188,-0.21997749,-0.89038472
-0.79215727,-0.24931455,-0.90106892
-0.79215727,-0.17597191,-0.91175313
-0.70076329,-0.10262927,-0.96517414
-0.64853816,-0.14663485,-0.94380573
-0.64853816,-0.1172978,-0.91175313
-0.73993214,-0.16130338,-0.97585834
-0.83132611,-0.073292216,-0.95448994
-0.84438239,-0.04395516,-0.98654254
-0.75298842,0.1467357,-1.0185952
-0.71381957,0.20540981,-1.0399636
-0.68770701,0.42543773,-1.0506478
-0.79215727,0.73347681,-1.0933846
-0.89660752,1.2322068,-1.0720162
-0.97494521,1.8629534,-1.061332
-0.9096638,2.3910204,-1.0720162
-0.85743867,2.7430651,-1.0827004
-0.83132611,3.0364357,-1.0720162
-0.83132611,3.1831209,-1.114753
-0.75298842,3.1831209,-1.061332
-0.63548188,3.1537839,-1.0933846
-0.55714419,2.9924301,-1.0720162
-0.54408791,2.8310763,-1.0720162
-0.51797534,2.7430651,-1.0827004
-0.38741253,2.7724022,-1.0399636
-0.37435624,2.8897504,-1.0720162
-0.29601855,2.9924301,-1.0185952
-0.28296227,3.0217671,-0.93312153
-0.16545573,2.8604133,-0.91175313
-0.087118041,2.6697225,-0.91175313
-0.074061759,2.6257169,-0.87970052
0.069557342,2.8017392,-0.84764791
0.25234529,3.0804412,-0.8155953
0.21317644,3.1244468,-0.73012168
0.082613624,2.7870707,-0.73012168
-0.0087803496,2.1416555,-0.67670067
-0.10017432,1.2468753,-0.69806907
-0.061005477,0.55745448,-0.62327965
0.14789503,0.17607276,-0.54849024
0.18706388,-0.029286632,-0.48438502
0.12178247,-0.058623688,-0.48438502
-0.0087803496,-0.087960743,-0.44164821
-0.11323061,-0.20530896,-0.3989114
-0.087118041,-0.29332013,-0.37754299
0.0042759323,-0.33732571,-0.32412198
0.069557342,-0.36666277,-0.28138517
0.05650106,-0.3813313,-0.26001676
0.0042759323,-0.3813313,-0.26001676
0.082613624,-0.33732571,-0.26001676
0.05650106,-0.30798866,-0.29206937
0.043444778,-0.3813313,-0.24933256
0.017332214,-0.39599983,-0.27070097
-0.087118041,-0.41066835,-0.27070097
0.0042759323,-0.42533688,-0.30275358
0.017332214,-0.44000541,-0.31343778
0.069557342,-0.44000541,-0.26001676
0.0042759323,-0.45467394,-0.28138517
0.043444778,-0.45467394,-0.27070097
0.017332214,-0.39599983,-0.28138517
0.05650106,-0.45467394,-0.30275358
-0.047949195,-0.46934246,-0.37754299
-0.047949195,-0.44000541,-0.30275358
-0.061005477,-0.44000541,-0.31343778
-0.047949195,-0.48401099,-0.33480618
-0.034892913,-0.52801657,-0.34549039
0.05650106,-0.46934246,-0.35617459
-0.0087803496,-0.46934246,-0.3989114
-0.034892913,-0.52801657,-0.36685879
0.05650106,-0.51334805,-0.37754299
0.017332214,-0.5426851,-0.4095956
0.0042759323,-0.55735363,-0.44164821
0.043444778,-0.55735363,-0.4202798
0.017332214,-0.57202216,-0.4095956
-0.034892913,-0.57202216,-0.35617459
-0.021836632,-0.61602774,-0.4202798
0.05650106,-0.60135921,-0.4202798
0.095669906,-0.6453648,-0.46301661
0.14789503,-0.63069627,-0.4202798
0.13483875,-0.63069627,-0.34549039
0.043444778,-0.68937038,-0.33480618
-0.061005477,-0.71870744,-0.33480618
-0.11323061,-0.71870744,-0.35617459
-0.10017432,-0.70403891,-0.32412198
-0.047949195,-0.70403891,-0.36685879
-0.074061759,-0.77738155,-0.33480618
-0.074061759,-0.79205007,-0.32412198
-0.10017432,-0.8067186,-0.33480618
-0.074061759,-0.8067186,-0.35617459
-0.047949195,-0.83605566,-0.30275358
-0.074061759,-0.85072418,-0.30275358
-0.074061759,-0.83605566,-0.28138517
-0.0087803496,-0.92406682,-0.29206937
0.017332214,-0.9093983,-0.29206937
0.017332214,-0.9093983,-0.27070097
0.16095132,-0.92406682,-0.30275358
0.23928901,-0.89472977,-0.26001676
0.18706388,-0.89472977,-0.21727995
0.16095132,-0.95340388,-0.17454314
0.12178247,-0.95340388,-0.13180633
0.10872619,-0.93873535,-0.07838532
0.13483875,-0.96807241,-0.11043793
0.13483875,-0.96807241,-0.067701118
0.25234529,-0.95340388,0.017772503
0.39596439,-0.93873535,0.017772503
0.51347093,-0.96807241,0.060509314
0.51347093,-0.88006124,0.081877719
0.55263977,-0.88006124,0.11393033
0.53958349,-0.83605566,0.16735134
0.48735836,-0.89472977,0.26350916
0.42207695,-0.85072418,0.25282496
0.43513324,-0.74804449,0.25282496
0.40902067,-0.73337596,0.15666714
0.30457042,-0.71870744,0.16735134
0.20012016,-0.68937038,0.16735134
0.16095132,-0.60135921,0.11393033
0.10872619,-0.55735363,0.049825111
0.13483875,-0.46934246,0.039140909
0.14789503,-0.41066835,0.049825111
0.21317644,-0.36666277,0.028456706
0.20012016,-0.32265719,0.017772503
0.10872619,-0.30798866,-0.0035959019
0.043444778,-0.23464602,-0.07838532
0.082613624,-0.23464602,-0.046332712
0.095669906,-0.20530896,-0.057016915
0.069557342,-0.23464602,-0.089069523
-0.061005477,-0.20530896,-0.15317474
-0.16545573,-0.17597191,-0.23864836
-0.17851201,-0.14663485,-0.22796416
-0.061005477,-0.14663485,-0.26001676
-0.021836632,-0.20530896,-0.22796416
0.030388496,-0.20530896,-0.23864836
0.12178247,-0.19064044,-0.26001676
0.043444778,-0.17597191,-0.27070097
-0.061005477,-0.19064044,-0.23864836
-0.061005477,-0.24931455,-0.23864836
-0.034892913,-0.23464602,-0.20659575
-0.021836632,-0.20530896,-0.23864836
-0.021836632,-0.26398308,-0.26001676
0.030388496,-0.26398308,-0.27070097
0.05650106,-0.2786516,-0.27070097
0.017332214,-0.2786516,-0.27070097
-0.074061759,-0.29332013,-0.23864836
-0.087118041,-0.29332013,-0.29206937
-0.034892913,-0.23464602,-0.22796416
0.017332214,-0.30798866,-0.23864836
0.043444778,-0.36666277,-0.26001676
0.095669906,-0.32265719,-0.18522735
0.13483875,-0.33732571,-0.17454314
0.16095132,-0.35199424,-0.19591155
0.18706388,-0.32265719,-0.19591155
0.25234529,-0.35199424,-0.11043793
0.4612458,-0.39599983,-0.089069523
0.748484,-0.36666277,0.0070883007
0.98349708,-0.35199424,0.16735134
1.4404669,-0.30798866,0.46650901
1.9496619,-0.35199424,0.8084035
2.5502509,-0.32265719,1.363982
2.9811082,-0.33732571,1.9729816
3.203065,-0.32265719,2.4217181
3.3727967,-0.33732571,2.7742968
3.4380781,-0.32265719,3.0200334
3.3466841,-0.29332013,3.1589281
3.1769524,-0.33732571,3.1696123
2.9680519,-0.35199424,3.0414018
2.8113765,-0.30798866,2.8811388
2.7983203,-0.32265719,2.784981
2.8244328,-0.2786516,2.7956652
2.7460951,-0.2786516,2.8704546
2.6416449,-0.24931455,2.998665
2.6285886,-0.26398308,3.0414018
2.4980258,-0.20530896,3.1161913
2.3805192,-0.26398308,2.9025072
2.4719132,-0.2786516,2.7636126
2.7591514,-0.26398308,2.8597704
2.9419394,-0.2786516,3.1589281
2.7330389,-0.2786516,3.3405595
2.1455062,-0.23464602,3.2123491
1.3621293,-0.24931455,2.73156
0.64403375,-0.29332013,1.9195606
0.25234529,-0.24931455,0.94729813
0.18706388,-0.29332013,0.22077235
0.25234529,-0.23464602,-0.19591155
0.21317644,-0.26398308,-0.23864836
-0.021836632,-0.21997749,-0.29206937
-0.1915683,-0.20530896,-0.35617459
-0.24379342,-0.26398308,-0.46301661
-0.34824368,-0.23464602,-0.50575343
-0.41352509,-0.14663485,-0.48438502
-0.46575022,-0.073292216,-0.51643763
-0.36129996,-0.058623688,-0.51643763
-0.32213112,-0.073292216,-0.52712183
-0.24379342,-0.073292216,-0.53780603
-0.23073714,-0.014618105,-0.53780603
-0.26990599,0.044056006,-0.51643763
-0.34824368,0.11739864,-0.59122705
-0.40046881,0.19074128,-0.63396386
-0.3351874,0.13206717,-0.63396386
-0.28296227,0.23474687,-0.56985864
-0.26990599,0.30808951,-0.53780603
-0.3351874,0.33742656,-0.54849024
-0.37435624,0.27875245,-0.58054284
